분류,사업장명,전체주소,좌표
공공하수처리시설,매암,전라북도 전주시 덕진구 남정동 6323,"[35.8697187, 127.016583]"
공공하수처리시설,매요,전라북도 남원시 운봉읍 매요리 2753,"[35.4649897, 127.5415586]"
공공하수처리시설,매월리,경기도 양평군 양동면 매월리 1010,"[37.4304959, 127.7217521]"
공공하수처리시설,매일,강원도 횡성군 갑천면 매일리 8153,"[37.5502885, 128.1229191]"
공공하수처리시설,매포하수처리장,충청북도 음성군 매포읍 하괴리 20014,"[36.9396792, 127.6905018]"
공공하수처리시설,매향하수처리장,경기도 화성시 매향리 364,"[37.0503847, 126.7628037]"
공공하수처리시설,매호리공공하수처리시설,강원도 양양군 현남면 광진리 943,"[37.9566959, 128.7669653]"
공공하수처리시설,매화1리,경상북도 울진군 매화면 원남로 508,"[36.914899, 129.3840981]"
공공하수처리시설,매화2리,경상북도 울진군 매화면 매화매실길 275,"[36.9254979, 129.376595]"
공공하수처리시설,매화마을,경상북도 김천시 감천면 용호리 5661,"[36.0368922, 128.136538]"
공공하수처리시설,맥전포,경상남도 고성군 하일면 춘암리 37713,"[34.9129628, 128.1742558]"
공공하수처리시설,맹리,전라남도 화순군 북면 맹리 459,"[35.1823274, 127.0923995]"
공공하수처리시설,멱곡,경기도 여주시 멱곡2길 3715,"[37.2515606, 127.6739473]"
공공하수처리시설,명달2반,경기도 양평군 서종면 화서로 987,"[37.6211493, 127.4487386]"
공공하수처리시설,명당리명당,경기도 안성시 대덕면 명당리 24214,"[37.0430422, 127.2105576]"
공공하수처리시설,명덕,경상남도 하동군 금성면 가덕리 1315,"[34.95620760000001, 127.8165661]"
공공하수처리시설,명동,강원도 홍천군 남면 명동리 73014,"[37.6313022, 127.7510784]"
공공하수처리시설,명사마을,경상남도 거제시 남부면 저구리 24813,"[34.7152438, 128.5997638]"
공공하수처리시설,명산,전라남도 무안군 몽탄면 명산리 81221,"[34.8965363, 126.518527]"
공공하수처리시설,명성,경상남도 고성군 개천면 예성리 1261,"[35.0910671, 128.2625385]"
공공하수처리시설,명월,강원도 화천군 사내면 명월리 5088,"[38.1227467, 127.5247484]"
공공하수처리시설,명파,강원도 고성군 현내면 명파리 6113,"[38.5398032, 128.3766965]"
공공하수처리시설,명하마을,경상남도 거제시 연초면 명동리 4571,"[34.9512192, 128.6793531]"
공공하수처리시설,명화지구공공하수처리시설,광주광역시 광산구 명화동 4781,"[35.1255088, 126.7198479]"
공공하수처리시설,모곡,충청남도 청양군 운곡면 모곡리 2562,"[36.5239458, 126.8344045]"
공공하수처리시설,모곡1,강원도 홍천군 서면 모곡1리 143521,"[37.6750885, 127.6075995]"
공공하수처리시설,모곡2,강원도 홍천군 서면 모곡리 5702,"[37.6942428, 127.5822875]"
공공하수처리시설,모도,전라남도 진도군 의신면 초사리 697,"[34.4134657, 126.3306461]"
공공하수처리시설,모동,경상북도 상주시 모동면 금천리 551,"[36.3083917, 127.9525754]"
공공하수처리시설,모라몰,경상북도 예천군 풍양면 와룡리 868,"[36.5195852, 128.2782053]"
공공하수처리시설,모례,경상남도 산청군 신등면 모례리 1349,"[35.395586, 127.9671893]"
공공하수처리시설,모산,경상남도 창녕군 대지면 석리 5652,"[35.5570263, 128.4594945]"
공공하수처리시설,모산,전라남도 화순군 도곡면 월곡리 2562,"[34.97598, 126.9147283]"
공공하수처리시설,모서,경상북도 상주시 모서면 도안리 6072,"[36.3380774, 127.9745517]"
공공하수처리시설,모암,경상남도 하동군 화개면 용강리 1945,"[35.2535369, 127.6396687]"
공공하수처리시설,모정,경상남도 김해시 한림면 금곡리 98412,"[35.3416969, 128.8224955]"
공공하수처리시설,모정,전라남도 영암군 군서면 모정리 128812,"[34.7759541, 126.609346]"
공공하수처리시설,모지,경상남도 창녕군 대합면 평지리 9593,"[35.5881671, 128.457565]"
공공하수처리시설,모천,경상남도 남해군 설천면 문항리 7502,"[34.9114786, 127.9142476]"
공공하수처리시설,모촌1(45),전라남도 무안군 현경면 양학리 10958,"[35.0000595, 126.4420181]"
공공하수처리시설,모촌2(10),전라남도 무안군 현경면 양학리 109727,"[35.0000595, 126.4420181]"
공공하수처리시설,모촌지구,충청남도 논산시 양촌면 모촌리 3769,"[36.1577747, 127.2165391]"
공공하수처리시설,모현,경기도 용인시 처인구 외개1로 135번길 42,"[37.3464251, 127.2445632]"
공공하수처리시설,목감수질복원센터,경기도 시흥시 동서로 90220,"[37.3871749, 126.8124991]"
공공하수처리시설,목도,경상남도 하동군 하동읍 목도리 1131,"[35.03713, 127.7779006]"
공공하수처리시설,목사동면 (대곡리),전라남도 곡성군 목사동면 대곡리 10042,"[35.1067685, 127.2642958]"
공공하수처리시설,목사동면 (죽정),전라남도 곡성군 목사동면 죽정리 76713,"[35.0818492, 127.3223861]"
공공하수처리시설,목압,경상남도 하동군 화개면 운수리 6832,"[35.2323265, 127.65052]"
공공하수처리시설,목현,경상남도 함양군 휴천면 목현리 11,"[35.4806708, 127.7539862]"
공공하수처리시설,몰운,경기도 양평군 청운면 갈운리 1748,"[37.5191993, 127.7550198]"
공공하수처리시설,몽해,전라남도 영암군 서호면 몽해리 152,"[34.7419045, 126.6120517]"
공공하수처리시설,묘동,경상남도 함안군 가야읍 묘사리 4541,"[35.2944252, 128.3800247]"
공공하수처리시설,묘산,경상남도 합천군 묘산면 관기리 8682,"[35.6452573, 128.1329115]"
공공하수처리시설,묘서,충청북도 보은군 수한면 묘서리 3472,"[36.4416266, 127.7000181]"
공공하수처리시설,묘원,전라북도 완주군 상관면 의암리 605,"[35.7922662, 127.2291665]"
공공하수처리시설,무거,전라북도 진안군 정천면 무거길 96(갈용리 166413),"[35.8911009, 127.4524572]"
공공하수처리시설,무동,전라남도 담양군 무동리 251,"[35.1399894, 127.0427197]"
공공하수처리시설,무릉,강원도 영월군 무릉도원면 중방길 8545,"[37.2876887, 128.2695717]"
공공하수처리시설,무릉,경상남도 거창군 남하면 무릉리 10922,"[35.6626035, 127.9554101]"
공공하수처리시설,무릉좌기동,제주특별자치도 서귀포시 대정읍 무릉리 12516,"[33.270264, 126.2004199]"
공공하수처리시설,무릉평지동,제주특별자치도 서귀포시 대정읍 무릉리 18114,"[33.270264, 126.2004199]"
공공하수처리시설,무안,전라남도 무안군 무안읍 성동리 10551,"[34.9887378, 126.4880544]"
공공하수처리시설,무왕리(거치리),경기도 양평군 지평면 무왕리 1200,"[37.4328466, 127.6659903]"
공공하수처리시설,무왕리(초내),경기도 양평군 지평면 무왕리 5471,"[37.4609318, 127.6692521]"
공공하수처리시설,무왕리(초왕골),경기도 양평군 지평면 무왕리 7251,"[37.4609318, 127.6692521]"
공공하수처리시설,무월,경상북도 울진군 울진읍 호월1길 56,"[37.0131469, 129.3804054]"
공공하수처리시설,무장,전라북도 고창군 무장면 무장리 4427,"[35.4147645, 126.5575752]"
공공하수처리시설,무주,전라북도 무주군 무주읍 당산리 16439,"[35.9983932, 127.6805177]"
공공하수처리시설,무창포하수,충청남도 보령시 웅천읍 독산리 산83,"[36.2390485, 126.5330081]"
공공하수처리시설,무촌,경상남도 거창군 남상면 무촌리 185535,"[35.6335662, 127.9103388]"
공공하수처리시설,무풍,전라북도 무주군 무풍면 현내리 7161,"[35.981057, 127.8515896]"
공공하수처리시설,묵계,경상남도 하동군 청암면 묵계리 6387,"[35.2383668, 127.7050557]"
공공하수처리시설,묵리,제주특별자치도 제주시 묵리 729,"[33.9449892, 126.3130272]"
공공하수처리시설,묵방1,충청북도 청주시 내수읍 묵방1리 3171,"[36.68966169999999, 127.5220006]"
공공하수처리시설,묵방2,충청북도 청주시 내수읍 묵방2리 7592,"[36.68614, 127.520811]"
공공하수처리시설,묵방3,충청북도 청주시 내수읍 묵방3리 2477,"[36.7239155, 127.5353986]"
공공하수처리시설,묵산,경상북도 성주군 월항면 용각리 7851,"[35.9683372, 128.3158949]"
공공하수처리시설,문곡,강원도 영월군 북면 문곡리 1772,"[37.242004, 128.4279803]"
공공하수처리시설,문곡공공하수처리시설,강원도 정선군 남면 문곡리 칠현로 13111,"[37.2898972, 128.7336291]"
공공하수처리시설,문내하수처리장,전라남도 해남군 문내면 학동 길 407,"[34.5742748, 126.3288084]"
공공하수처리시설,문대,경상남도 산청군 신안면 문대리 1112,"[35.3365774, 128.0014312]"
공공하수처리시설,문덕,전라남도 보성군 문덕면 동산길 263,"[34.9049286, 127.1863876]"
공공하수처리시설,문막공공하수,강원도 원주시 문막읍 견훤로 9417,"[37.277638, 127.8039052]"
공공하수처리시설,문막읍반계1리마을하수,강원도 원주시 문막읍 반계1리 16701,"[37.2933251, 127.7921308]"
공공하수처리시설,문막읍밤산골마을하수,강원도 원주시 문막읍 반계3리 15616,"[37.3000267, 127.800425]"
공공하수처리시설,문막읍벌무내기마을하수,강원도 원주시 문막읍 반계2리 710,"[37.2979713, 127.7970087]"
공공하수처리시설,문산,경상남도 진주시 문산읍 월아산로1117번길 154,"[35.1662743, 128.1489575]"
공공하수처리시설,문산,경상북도 성주군 용암면 문명리 1201,"[35.8756361, 128.3430556]"
공공하수처리시설,문산,충청북도 충주시 살미면 문강리 496,"[36.8908961, 127.9427405]"
공공하수처리시설,문산(기존),경기도 파주시 자유로 4545,"[37.8629747, 126.7640014]"
공공하수처리시설,문성,전라북도 장수군 계북면 어전리 2971,"[35.78751140000001, 127.6171235]"
공공하수처리시설,문수,전라남도 영암군 미암면 호포리 23216,"[34.682481, 126.5341994]"
공공하수처리시설,문아리,경기도 포천시 영중면 금주리 1622,"[37.9740213, 127.2777963]"
공공하수처리시설,문오성,부산광역시 기장군 일광면 칠암3길 47,"[35.2975012, 129.2573393]"
공공하수처리시설,문의(미천),충청북도 청주시 문의면 대청호반로 875,"[36.5087356, 127.4935173]"
공공하수처리시설,문평금당,전라남도 나주시 문평면 옥당리 7941,"[35.025165, 126.6256886]"
공공하수처리시설,문평신옥,전라남도 나주시 문평면 옥당리 126211,"[35.025165, 126.6256886]"
공공하수처리시설,문항,경상남도 남해군 설천면 문항리 421,"[34.9099009, 127.9238817]"
공공하수처리시설,문화,경상남도 함양군 지곡면 창평리 59313,"[35.5805868, 127.7799544]"
공공하수처리시설,문화,경상북도 성주군 월항면 안포리 1357,"[35.9400285, 128.3177308]"
공공하수처리시설,문화,전라북도 완주군 소양면 대흥리 1109,"[35.8739356, 127.2483271]"
공공하수처리시설,문화공공하수처리시설,강원도 정선군 북평면 남평리 978,"[37.4247003, 128.6514802]"
공공하수처리시설,문화마을,충청남도 천안시 동남구 목천읍 서흥리 498,"[36.802285, 127.2343346]"
공공하수처리시설,문화마을공공하수처리시설,충청북도 진천군 이월면 진광로 90225,"[36.9115227, 127.4356212]"
공공하수처리시설,물건,경상남도 남해군 삼동면 물건리 4801,"[34.7960258, 128.0503309]"
공공하수처리시설,물걸,강원도 홍천군 내촌면 물걸1리 18261,"[37.7801613, 128.1289971]"
공공하수처리시설,물구리하수처리장,경기도 화성시 장안리 285번지,"[37.0524564, 126.8575084]"
공공하수처리시설,물렴,전라남도 화순군 이서면 창랑리 3653,"[35.1309921, 127.1088726]"
공공하수처리시설,물목마을하수도,경상북도 구미시 고아읍 황산리 6643,"[36.224888, 128.311768]"
공공하수처리시설,물푼,경기도 가평군 설악면 회곡리 96번지,"[37.6745041, 127.4635891]"
공공하수처리시설,미곡,충청북도 음성군 대소면 미곡리 한삼로87번길 202번지,"[36.9391815, 127.4824314]"
공공하수처리시설,미꾸지지구,세종특별자치시 연동면 예양리 204,"[36.5788898, 127.3226677]"
공공하수처리시설,미당,충청남도 청양군 청남면 지곡리 7021,"[36.37006119999999, 126.9449462]"
공공하수처리시설,미로,강원도 삼척시 미로면 하거노리 71429번지,"[37.4103952, 129.0983608]"
공공하수처리시설,미륵리,충청북도 충주시 상모면 미륵리 207번지,"[36.8257909, 128.0908565]"
공공하수처리시설,미사,경기도 가평군 설악면 미사리 4372,"[37.7054661, 127.5461485]"
공공하수처리시설,미산,전라남도 강진군 대구면 사당리 5693,"[34.5083104, 126.805666]"
공공하수처리시설,미원,충청북도 청주시 미원면 성대1길 213,"[36.6424341, 127.4890319]"
공공하수처리시설,미원월룡,충청북도 청주시 미원면 월용리 234,"[36.6424341, 127.4890319]"
공공하수처리시설,미조,경상남도 남해군 미조면 미조리 381,"[34.7142428, 128.0413685]"
공공하수처리시설,미죽1리지구,충청남도 천안시 동남구 풍세면 미죽리 431,"[36.7371439, 127.1488995]"
공공하수처리시설,미중2,전라남도 영암군 미암면 춘동리 681,"[34.694173, 126.5530805]"
공공하수처리시설,바깥마을,강원도 춘천시 남면 한덕리,"[37.7062226, 127.6155596]"
공공하수처리시설,박곡,전라북도 장수군 천천면 월곡리 5645,"[35.6958997, 127.5332123]"
공공하수처리시설,박달(안양),경기도 안양시 만안구 석천로 1,"[37.4163321, 126.8902954]"
